Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,2091208691,25233 Steelhead Blvd,Duncans Mills,CA 95430,6 beds,6 baths,#NAME?,(4/24),1382500,-123.05158,38.45298,80,N/A,40,N/A,N/A,Type:Single Family;Year Built:1986;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.41 acres;Days on Zillow:80 Days;Price/sqft:No Data;Saves:40,2018/4/27
status,15806788,1998 Cooper Rd,Sebastopol,CA 95472,2 beds,1 bath,1100 sqft,741251,850000,-122.801801,38.381838,5,1089,19,Apr-06,570000,Type:Single Family;Year Built:1941;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.49 acres;Days on Zillow:5 Days;Price/sqft:$773;Saves:19;Past 12 months:,2018/4/27
status,15830780,2631 Edison St,Graton,CA 95444,3 beds,2 baths,1440 sqft,758215,735000,-122.866898,38.430862,178,N/A,44,May-11,390000,Type:Single Family;Year Built:1978;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.26 acres;Days on Zillow:178 Days;Price/sqft:$510;Saves:44,2018/4/27
status,15831199,3162 Elisa Ann Way,Sebastopol,CA 95472,3 beds,2 baths,1774 sqft,866330,840000,-122.859355,38.438062,14,3399,50,Oct-10,486000,Type:Single Family;Year Built:1980;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.55 acres;Days on Zillow:14 Days;Price/sqft:$474;Saves:50;Past 12 months:,2018/4/27
status,15819703,19060 Sunny Dr,Guerneville,CA 95446,4 beds,3 baths,3392 sqft,1044412,999999,-122.999808,38.480233,56,N/A,29,Nov-14,580000,Type:Single Family;Year Built:1991;Heating:No Data;Cooling:No Data;Parking:2 spaces;Lot:0.34 acres;Days on Zillow:56 Days;Price/sqft:$295;Saves:29;Past 12 months:,2018/4/27
status,15810592,16155 Drake Rd,Guerneville,CA 95446,4 beds,2 baths,1954 sqft,713812,695000,-122.992486,38.499512,15,1963,45,Jun-01,200000,Type:Single Family;Year Built:1997;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.51 acres;Days on Zillow:15 Days;Price/sqft:$356;Saves:45;Past 12 months:,2018/4/27
status,15806314,1295 Bloomfield Rd,Sebastopol,CA 95472,2 beds,1 bath,672 sqft,507066,569000,-122.813279,38.365263,Less than 1,446,15,Sep-01,318000,Type:Single Family;Year Built:1955;Heating:No Data;Cooling:No Data;Parking:2 spaces;Lot:0.31 acres;Days on Zillow:Less than 1 day;Price/sqft:$847;Saves:15;Past 12 months:,2018/4/27
status,111436790,3360 Henry Ln,Santa Rosa,CA 95401,4 beds,4 baths,4699 sqft,(4/11),1895000,-122.800113,38.459303,30,N/A,41,N/A,N/A,Type:Single Family;Year Built:2003;Heating:No Data;Cooling:No Data;Parking:10 spaces;Lot:1.4 acres;Days on Zillow:30 Days;Price/sqft:$403;Saves:41;Past 12 months:,2018/4/27
status,2090042048,3000 Gravenstein Hwy S Hwy,Sebastopol,CA 95472,2 beds,2 baths,1064 sqft,716171,739000,-122.788465,38.37151,10,1569,38,N/A,N/A,Type:Single Family;Year Built:1987;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:2.89 acres;Days on Zillow:10 Days;Price/sqft:$695;Saves:38;Past 12 months:,2018/4/27
status,18443453,912 Bentley Oak Ct,San Ramon,CA 94582,5 beds,4 baths,3396 sqft,1738272,1658000,-121.914751,37.730868,1,380,8,Jun-12,1150000,Type:Single Family;Year Built:1998;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.27 acres;Days on Zillow:1 Day;Price/sqft:$488,2018/4/27
status,15821210,21042 Heron Dr,Bodega Bay,CA 94923,3 beds,2 baths,1655 sqft,980386,994900,-123.022022,38.314061,101,N/A,25,N/A,N/A,Type:Single Family;Year Built:1977;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5662 sqft;Days on Zillow:101 Days;Price/sqft:$601;Saves:25;Past 12 months:,2018/4/27
status,15811637,18330 Old Monte Rio Rd,Guerneville,CA 95446,2 beds,2 baths,992 sqft,661869,659000,-123.01361,38.480635,26,2579,41,N/A,N/A,Type:Single Family;Year Built:1981;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.64 acres;Days on Zillow:26 Days;Price/sqft:$664;Saves:41;Past 12 months:,2018/4/27
status,19797372,3248 Pomerado Dr,San Jose,CA 95135,4 beds,3 baths,1898 sqft,1602280,1490000,-121.761437,37.30731,3,900,36,Jun-14,998000,Type:Single Family;Year Built:1997;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:4356 sqft;Days on Zillow:3 Days;Price/sqft:$785,2018/4/27
status,15821310,229 Condor Ct,Bodega Bay,CA 94923,5 beds,5 baths,3603 sqft,2251614,2299000,-123.022287,38.31563,254,N/A,30,Jun-05,1050000,Type:Single Family;Year Built:2012;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:7405 sqft;Days on Zillow:254 Days;Price/sqft:$638;Saves:30;Past 12 months:,2018/4/27
status,15748394,503 Norlee St,Sebastopol,CA 95472,2 beds,2 baths,1030 sqft,439749,445000,-122.838955,38.406415,21,2072,13,Aug-93,110000,Type:Condo;Year Built:1984;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$353/month;Days on Zillow:21 Days;Price/sqft:$432;Saves:13;Past 12 months:,2018/4/27
status,15821882,280 Bean Ave,Bodega Bay,CA 94923,2 beds,2 baths,1186 sqft,,749000,-123.064815,38.350317,37,N/A,65,N/A,N/A,Type:Single Family;Year Built:1980;Heating:Stove;Cooling:No Data;Parking:2 spaces;Lot:3049 sqft;Days on Zillow:37 Days;Price/sqft:$632;Saves:65;Past 12 months:,2018/4/27
status,15811165,14760 Cherry St,Guerneville,CA 95446,4 beds,2 baths,1408 sqft,579045,563000,-123.019035,38.49869,8,1808,131,Sep-09,283000,Type:Single Family;Year Built:1917;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:4791 sqft;Days on Zillow:8 Days;Price/sqft:$400;Saves:131;Past 12 months:,2018/4/27
status,19265211,353 Tennessee Ave,Mill Valley,CA 94941,3 beds,2 baths,1388 sqft,1239314,1359000,-122.531774,37.879973,3,885,18,N/A,N/A,Type:Single Family;Year Built:1961;Heating:Forced air;Cooling:None;Parking:2 spaces;Lot:6534 sqft;Days on Zillow:3 Days;Price/sqft:$979,2018/4/27
status,15746732,7093 Fellers Ln,Sebastopol,CA 95472,3 beds,2 baths,2193 sqft,906590,925000,-122.820634,38.393432,25,2218,21,N/A,N/A,Type:Single Family;Year Built:1991;Heating:Forced air;Cooling:No Data;Parking:2 spaces;Lot:7840 sqft;Days on Zillow:25 Days;Price/sqft:$422;Saves:21;Past 12 months:,2018/4/27
status,111436897,1745 Bay Flat Rd,Bodega Bay,CA 94923,2 beds,2 baths,912 sqft,700850,725000,-123.060614,38.335081,16,2731,20,N/A,N/A,Type:Single Family;Year Built:1979;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:8712 sqft;Days on Zillow:16 Days;Price/sqft:$795;Saves:20;Past 12 months:,2018/4/27
status,54787543,2650 Blucher Valley Rd,Sebastopol,CA 95472,3 beds,3 baths,2912 sqft,1333228,1385000,-122.827293,38.351316,3,627,10,Mar-00,481000,Type:Single Family;Year Built:1985;Heating:Forced air Radiant;Cooling:No Data;Parking:8 spaces;Lot:6.43 acres;Days on Zillow:3 Days;Price/sqft:$476;Saves:10;Past 12 months:,2018/4/27
status,15830953,352 Country Club Dr,Santa Rosa,CA 95401,3 beds,3 baths,1819 sqft,915694,879000,-122.799727,38.434719,6,1585,23,Jun-02,585000,Type:Single Family;Year Built:1962;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.44 acres;Days on Zillow:6 Days;Price/sqft:$483;Saves:23;Past 12 months:,2018/4/27
status,15807617,1850 Jones Rd,Windsor,CA 95492,2 beds,1 bath,1074 sqft,652570,749000,-122.818827,38.52948,239,N/A,27,N/A,N/A,Type:Single Family;Year Built:1930;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:2 acres;Days on Zillow:239 Days;Price/sqft:$697;Saves:27;Past 12 months:,2018/4/27
status,15806881,7105 Baker Ln,Sebastopol,CA 95472,4 beds,3 baths,2600 sqft,1265047,1299000,-122.817006,38.368085,17,2468,44,Feb-07,870000,Type:Single Family;Year Built:1960;Heating:Forced air;Cooling:No Data;Parking:No Data;Lot:3.42 acres;Days on Zillow:17 Days;Price/sqft:$500;Saves:44;Past 12 months:,2018/4/27
status,15822167,411 Los Santos Dr,Bodega Bay,CA 94923,2 beds,2 baths,2153 sqft,,1249000,-123.07284,38.382872,274,N/A,22,Mar-07,1100000,Type:Single Family;Year Built:1981;Heating:Forced air;Cooling:No Data;Parking:2 spaces;Lot:0.76 acres;Days on Zillow:274 Days;Price/sqft:$580;Saves:22;Past 12 months:,2018/4/27
status,15811168,14700 Cherry St,Guerneville,CA 95446,3 beds,2 baths,1462 sqft,508346,497000,-123.017288,38.498333,2,912,39,Apr-07,343000,Type:Single Family;Year Built:1990;Heating:Forced air Stove;Cooling:None;Parking:4 spaces;Lot:4791 sqft;Days on Zillow:2 Days;Price/sqft:$340;Saves:39;Past 12 months:,2018/4/27
status,15822126,351 Calle Del Sol,Bodega Bay,CA 94923,3 beds,2 baths,1988 sqft,1239198,1299000,-123.073615,38.384393,21,1574,25,Jul-97,140000,Type:Single Family;Year Built:2002;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.53 acres;Days on Zillow:21 Days;Price/sqft:$653;Saves:25;Past 12 months:,2018/4/27
status,15813738,2495 Sanders Rd,Sebastopol,CA 95472,5 beds,4 baths,3917 sqft,2907132,2775000,-122.840242,38.367333,23,1724,29,Jul-05,2000000,Type:Single Family;Year Built:1989;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5.23 acres;Days on Zillow:23 Days;Price/sqft:$708;Saves:29;Past 12 months:,2018/4/27
status,2093421681,2208 Olivet Rd,Santa Rosa,CA 95401,3 beds,#NAME?,2004 sqft,,2995000,-122.811188,38.477674,245,N/A,3,N/A,N/A,Type:Single Family;Year Built:1980;Heating:Other;Cooling:No Data;Parking:Carport Off street;Lot:12.11 acres;Days on Zillow:245 Days;Price/sqft:$1495;Saves:3;Past 12 months:,2018/4/27
status,178386024,2142 Yellow Rose Cir,Fairfield,CA 94534,4 beds,3 baths,2342 sqft,595532,599950,-122.132194,38.16487,15,3351,85,N/A,N/A,Type:Single Family;Year Built:2015;Heating:Other;Cooling:Central;Parking:2 spaces;Lot:4083 sqft;Days on Zillow:15 Days;Price/sqft:$256;Saves:85;Past 12 months:,2018/4/27
status,2090030365,15105 15119 River Rd,Guerneville,CA 95446,2 beds,1 bath,1064 sqft,,500000,-122.983659,38.513374,10,1630,33,N/A,N/A,Type:Single Family;Year Built:1947;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:4.22 acres;Days on Zillow:10 Days;Price/sqft:$470;Saves:33;Past 12 months:,2018/4/27
status,15819774,19590 Redwood Dr,Monte Rio,CA 95462,3 beds,2 baths,1712 sqft,852509,899000,-122.995259,38.476887,23,2010,40,May-02,472000,Type:Single Family;Year Built:1977;Heating:Forced air;Cooling:No Data;Parking:2 spaces;Lot:9147 sqft;Days on Zillow:23 Days;Price/sqft:$525;Saves:40;Past 12 months:,2018/4/27
status,2093123744,1109 Tannery Creek Rd,Bodega,CA 95465,3 beds,3 baths,2784 sqft,(4/10),1450000,-122.976017,38.355519,255,N/A,27,N/A,N/A,Type:Single Family;Year Built:1991;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:14.45 acres;Days on Zillow:255 Days;Price/sqft:$521;Saves:27;Past 12 months:,2018/4/27
status,15806230,1980 Gravenstein Hwy S,Sebastopol,CA 95472,4 beds,3 baths,2939 sqft,1368624,1500000,-122.803028,38.378457,42,N/A,102,N/A,N/A,Type:Single Family;Year Built:1965;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:7.97 acres;Days on Zillow:42 Days;Price/sqft:$510;Saves:102;Past 12 months:,2018/4/27
status,119686113,5890 Lone Pine Rd,Sebastopol,CA 95472,4 beds,3 baths,2858 sqft,(4/25),1100000,-122.794561,38.36806,25,3551,57,Nov-04,782754,Type:Single Family;Year Built:1980;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:2.15 acres;Days on Zillow:25 Days;Price/sqft:$385;Saves:57;Past 12 months:,2018/4/27
status,15807717,5405 Windsor Rd,Windsor,CA 95492,2 beds,1 bath,1064 sqft,(2/5),690000,-122.823321,38.511177,105,N/A,18,May-08,460000,Type:Single Family;Year Built:2001;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.57 acres;Days on Zillow:105 Days;Price/sqft:$648;Saves:18;Past 12 months:,2018/4/27
status,15811357,14191 Cherry St,Guerneville,CA 95446,3 beds,2 baths,1096 sqft,381219,399000,-123.009825,38.495761,Less than 1,191,8,Mar-13,235000,Type:Multi Family;Year Built:1921;Heating:No Data;Cooling:No Data;Parking:Off street;MLS #:21810343;Days on Zillow:Less than 1 day;Price/sqft:$364;Saves:8;Past 12 months:,2018/4/27
status,15810943,15865 Sunshine Ct,Guerneville,CA 95446,3 beds,2 baths,1648 sqft,683918,699000,-122.989773,38.50025,27,2724,38,Nov-08,485500,Type:Single Family;Year Built:1985;Heating:Wall;Cooling:No Data;Parking:No Data;Lot:6098 sqft;Days on Zillow:27 Days;Price/sqft:$424;Saves:38;Past 12 months:,2018/4/27
status,18283890,870 Fieldstone Ct,Brentwood,CA 94513,4 beds,3 baths,2312 sqft,558155,552000,-121.70189,37.933837,Less than 1,201,4,Feb-98,218500,Type:Single Family;Year Built:1991;Heating:;Cooling:;Parking:No Data;Lot:6150 sqft;Days on Zillow:Less than 1 day;Price/sqft:$239,2018/4/27
status,18293897,642 Bynum Ct,Oakley,CA 94561,5 beds,3 baths,2506 sqft,514541,539950,-121.721705,38.005178,1,253,10,Apr-04,449000,Type:Single Family;Year Built:1990;Heating:;Cooling:;Parking:No Data;Lot:8250 sqft;Days on Zillow:1 Day;Price/sqft:$215,2018/4/27
status,166174360,302 Jensen Way Brentwood,CA 94513,undefined,5 beds,4 baths,4049 sqft,707623,1055555,-121.701623,37.925818,1,237,3,N/A,N/A,Type:Single Family;Year Built:2018;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:7052 sqft;Days on Zillow:1 Day;Price/sqft:$261;Saves:3;Past 12 months:,2018/4/27
status,68035172,118 Echo Pl,Discovery Bay,CA 94505,3 beds,2 baths,1877 sqft,500353,488888,-121.621584,37.917065,1,541,17,Mar-04,387500,Type:Single Family;Year Built:2003;Heating:;Cooling:;Parking:No Data;Lot:1245 sqft;Days on Zillow:1 Day;Price/sqft:$260,2018/4/27
status,2098406569,Residence 2 Plan Mosaic at the Lakes,Discovery Bay,CA 94505,3 beds,3 baths,2289 sqft,650247,562900,-121.617071,37.926871,Less than 1,N/A,10,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:Less than 1 day;Price/sqft:$246,2018/4/27
status,2093072378,Residence 2 Plan Regatta at the Lakes,Discovery Bay,CA 94505,4 beds,3 baths,2254 sqft,744210,549900,-121.612435,37.926099,3,132,7,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:3 spaces;Lot:;Days on Zillow:3 Days;Price/sqft:$244,2018/4/27
status,68038647,1302 Prominent Dr,Brentwood,CA 94513,4 beds,3 baths,2801 sqft,661826,610000,-121.71904,37.965336,Less than 1,209,7,Jun-08,400000,Type:Single Family;Year Built:2005;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:7801 sqft;Days on Zillow:Less than 1 day;Price/sqft:$218,2018/4/27
status,18278341,2263 Reef Ct,Discovery Bay,CA 94505,3 beds,3 baths,2771 sqft,857409,849900,-121.607278,37.893161,27,1931,19,Aug-12,510000,Type:Single Family;Year Built:1988;Heating:;Cooling:Central;Parking:3 spaces;Lot:7200 sqft;Days on Zillow:27 Days;Price/sqft:$307,2018/4/27
status,24762264,1423 E 32nd St,Oakland,CA 94602,3 beds,2 baths,1396 sqft,671214,599000,-122.230602,37.799651,2,1308,36,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:No Data;Lot:3484 sqft;Days on Zillow:2 Days;Price/sqft:$429,2018/4/27
status,24745895,559 Crofton Ave,Oakland,CA 94610,4 beds,4 baths,3049 sqft,2628214,1595000,-122.240451,37.817854,2,1090,60,Aug-12,1222000,Type:Single Family;Year Built:1912;Heating:;Cooling:;Parking:2 spaces;Lot:6651 sqft;Days on Zillow:2 Days;Price/sqft:$523,2018/4/27
status,19274198,110 S Ridgewood Rd,Kentfield,CA 94904,6 beds,5 baths,4220 sqft,4801717,4500000,-122.558958,37.94616,1,513,16,Jul-14,3900000,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:Central;Parking:5 spaces;Lot:0.93 acres;Days on Zillow:1 Day;Price/sqft:$1066,2018/4/27
status,18539930,853 Mclaughlin St,Richmond,CA 94805,2 beds,1 bath,804 sqft,504814,449000,-122.328795,37.944952,1,87,9,N/A,N/A,Type:Single Family;Year Built:1944;Heating:;Cooling:;Parking:No Data;Lot:5998 sqft;Days on Zillow:1 Day;Price/sqft:$558,2018/4/27
status,18287594,4780 N Stone Rd,Bethel Island,CA 94511,2 beds,2 baths,1074 sqft,324171,379000,-121.60823,38.018388,1,232,5,Jun-15,250000,Type:Single Family;Year Built:1955;Heating:;Cooling:;Parking:No Data;Lot:9500 sqft;Days on Zillow:1 Day;Price/sqft:$353,2018/4/27
status,63084199,5673 Moreland Way,Livermore,CA 94550,6 beds,4 baths,3414 sqft,1311960,1258900,-121.723841,37.673307,1,399,5,Mar-17,1155000,Type:Single Family;Year Built:2004;Heating:Other;Cooling:;Parking:No Data;Lot:10018 sqft;Days on Zillow:1 Day;Price/sqft:$369,2018/4/27
status,24745913,545 Kenmore Ave,Oakland,CA 94610,4 beds,4 baths,2882 sqft,2507511,1795000,-122.240154,37.81623,1,366,17,Feb-98,52500,Type:Single Family;Year Built:2006;Heating:Forced air;Cooling:;Parking:2 spaces;Lot:10471 sqft;Days on Zillow:1 Day;Price/sqft:$623,2018/4/27
status,24767080,2648 Grande Vista Ave,Oakland,CA 94601,3 beds,2 baths,1060 sqft,480908,549000,-122.225721,37.792292,1,908,66,Dec-17,650000,Type:Single Family;Year Built:1922;Heating:;Cooling:;Parking:4 spaces;Lot:4200 sqft;Days on Zillow:1 Day;Price/sqft:$518,2018/4/27
status,2106020708,Solana Plan Trilogy at Rio Vista,Rio Vista,CA 94571,2 beds,2 baths,1448 sqft,376989,354190,-121.713673,38.17999,Less than 1,N/A,21,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:Less than 1 day;Price/sqft:$245,2018/4/27
status,19812930,5568 Snowdon Pl,San Jose,CA 95138,4 beds,4 baths,3107 sqft,1905269,1788000,-121.755652,37.276696,2,777,16,Apr-01,1165000,Type:Single Family;Year Built:1996;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:8542 sqft;Days on Zillow:2 Days;Price/sqft:$575,2018/4/27
status,18402957,216 Vista Glen Pl,Martinez,CA 94553,5 beds,3 baths,2686 sqft,1021454,998000,-122.106374,37.968468,24,3621,43,N/A,N/A,Type:Single Family;Year Built:1991;Heating:;Cooling:;Parking:2 spaces;Lot:6799 sqft;Days on Zillow:24 Days;Price/sqft:$372,2018/4/27
status,95410948,8242 Brookhaven Cir,Discovery Bay,CA 94505,4 beds,3 baths,2063 sqft,544092,529500,-121.620453,37.930439,2,381,19,May-15,437500,Type:Single Family;Year Built:2015;Heating:Other;Cooling:;Parking:Attached Garage;Lot:5227 sqft;Days on Zillow:2 Days;Price/sqft:$257,2018/4/27
status,24789021,5532 Edgerly St,Oakland,CA 94621,2 beds,1 bath,760 sqft,307653,325000,-122.198653,37.769721,Less than 1,364,13,Jul-17,160000,Type:Single Family;Year Built:1923;Heating:;Cooling:;Parking:No Data;Lot:2800 sqft;Days on Zillow:Less than 1 day;Price/sqft:$428,2018/4/27
status,24811823,29 Westminster Dr,Oakland,CA 94618,3 beds,3 baths,2869 sqft,1608751,1595000,-122.240838,37.840798,1,501,35,N/A,N/A,Type:Single Family;Year Built:1946;Heating:;Cooling:;Parking:No Data;Lot:6420 sqft;Days on Zillow:1 Day;Price/sqft:$556,2018/4/27
status,24810602,5806 Lawton Ave,Oakland,CA 94618,4 beds,3 baths,2885 sqft,2041888,1975000,-122.247804,37.844241,1,812,32,Apr-11,701000,Type:Single Family;Year Built:1916;Heating:;Cooling:;Parking:2 spaces;Lot:4399 sqft;Days on Zillow:1 Day;Price/sqft:$685,2018/4/27
status,111931031,400 Twin Lakes Ln,Rio Vista,CA 94571,2 beds,2 baths,1172 sqft,318643,319000,-121.703809,38.182116,1,88,0,Feb-11,179500,Type:Single Family;Year Built:2010;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:No Data;Days on Zillow:1 Day;Price/sqft:$272;Saves:No Data;Past 12 months:,2018/4/27
status,63156255,256 Sonoma Blvd,Vallejo,CA 94590,2 beds,2 baths,1738 sqft,401267,389900,-122.235974,38.08048,14,3887,164,Oct-10,170000,Type:Single Family;Year Built:2004;Heating:Forced air Other;Cooling:No Data;Parking:1 space;Lot:1742 sqft;Days on Zillow:14 Days;Price/sqft:$224;Saves:164;Past 12 months:,2018/4/27
status,15628756,316 N El Camino Real APT 104,San Mateo,CA 94401,2 beds,2 baths,990 sqft,791308,697500,-122.334186,37.56954,Less than 1,284,5,N/A,N/A,Type:Condo;Year Built:1974;Heating:Baseboard;Cooling:Other;Parking:No Data;HOA:$394/month;Days on Zillow:Less than 1 day;Price/sqft:$705,2018/4/27
status,15589318,161 Ware Rd,Redwood City,CA 94062,2 beds,3 baths,2040 sqft,1841771,1850000,-122.329732,37.441985,Less than 1,257,4,Aug-07,1200000,Type:Single Family;Year Built:1938;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:2 acres;Days on Zillow:Less than 1 day;Price/sqft:$907;Saves:4;Past 12 months:,2018/4/27
status,18299601,4406 Horseshoe Cir,Antioch,CA 94531,3 beds,2 baths,2038 sqft,470711,459000,-121.756447,37.974605,1,378,14,May-01,329000,Type:Single Family;Year Built:1993;Heating:Forced air;Cooling:;Parking:Attached Garage;Lot:8276 sqft;Days on Zillow:1 Day;Price/sqft:$225,2018/4/27
status,24939341,3828 Yale Way,Livermore,CA 94550,3 beds,4 baths,2000 sqft,825685,799000,-121.754345,37.683788,6,1598,37,N/A,N/A,Type:Single Family;Year Built:1955;Heating:;Cooling:;Parking:No Data;Lot:6268 sqft;Days on Zillow:6 Days;Price/sqft:$400,2018/4/27
status,24932837,843 S Livermore Ave,Livermore,CA 94550,3 beds,2 baths,1486 sqft,805595,747000,-121.76101,37.676841,2,635,33,Jan-93,155000,Type:Single Family;Year Built:1927;Heating:;Cooling:;Parking:No Data;Lot:0.25 acres;Days on Zillow:2 Days;Price/sqft:$503,2018/4/27
status,25027365,45731 Tuscany Ct,Fremont,CA 94539,5 beds,3 baths,2767 sqft,2266105,2099800,-121.919125,37.502308,6,3419,83,Dec-96,539500,Type:Single Family;Year Built:1997;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:0.31 acres;Days on Zillow:6 Days;Price/sqft:$759,2018/4/27
status,68033553,3477 Keystone Loop,Discovery Bay,CA 94505,3 beds,2 baths,2033 sqft,552974,549000,-121.614145,37.914038,Less than 1,20,N/A,Jul-13,395000,Type:Single Family;Year Built:2003;Heating:;Cooling:;Parking:No Data;Lot:7000 sqft;Days on Zillow:Less than 1 day;Price/sqft:$270,2018/4/27
